gene_id	accession	gene_start	gene_end	query_id	query_desc
ATCC8482_final|contig00002|2_806	PF07971.18	978405	981167	Glyco_hydro_92  [M=464]	
ATCC8482_final|contig00002|2_806	PF17678.7	978405	981167	Glyco_hydro_92N  [M=236]	
ATCC8482_final|contig00002|2_807	PF07690.21	981377	982771	MFS_1  [M=347]	
ATCC8482_final|contig00002|2_808	PF00515.34	982784	986125	TPR_1  [M=34]	
ATCC8482_final|contig00002|2_808	PF13424.12	982784	986125	TPR_12  [M=77]	
ATCC8482_final|contig00002|2_808	PF13428.12	982784	986125	TPR_14  [M=44]	
ATCC8482_final|contig00002|2_808	PF13432.12	982784	986125	TPR_16  [M=65]	
ATCC8482_final|contig00002|2_808	PF13431.12	982784	986125	TPR_17  [M=34]	
ATCC8482_final|contig00002|2_808	PF14559.12	982784	986125	TPR_19  [M=68]	
ATCC8482_final|contig00002|2_808	PF07719.23	982784	986125	TPR_2  [M=34]	
ATCC8482_final|contig00002|2_808	PF13181.12	982784	986125	TPR_8  [M=34]	
ATCC8482_final|contig00002|2_809	PF14508.12	986122	987699	GH97_N  [M=229]	
ATCC8482_final|contig00002|2_809	PF10566.15	986122	987699	Glyco_hydro_97  [M=275]	
ATCC8482_final|contig00002|2_810	PF14509.12	987703	988107	GH97_C  [M=97]	
ATCC8482_final|contig00002|2_811	PF02518.31	988191	992228	HATPase_c  [M=111]	
ATCC8482_final|contig00002|2_811	PF00512.31	988191	992228	HisKA  [M=66]	
ATCC8482_final|contig00002|2_811	PF12833.13	988191	992228	HTH_18  [M=80]	
ATCC8482_final|contig00002|2_811	PF00165.29	988191	992228	HTH_AraC  [M=42]	
ATCC8482_final|contig00002|2_811	PF07494.17	988191	992228	Reg_prop  [M=24]	
ATCC8482_final|contig00002|2_811	PF00072.30	988191	992228	Response_reg  [M=111]	
ATCC8482_final|contig00002|2_811	PF08450.18	988191	992228	SGL  [M=246]	
ATCC8482_final|contig00002|2_811	PF07495.19	988191	992228	Y_Y_Y  [M=65]	
ATCC8482_final|contig00002|2_813	PF13715.12	994499	997552	CarbopepD_reg_2  [M=88]	
ATCC8482_final|contig00002|2_813	PF13620.12	994499	997552	CarboxypepD_reg  [M=82]	
ATCC8482_final|contig00002|2_813	PF07715.20	994499	997552	Plug  [M=107]	
ATCC8482_final|contig00002|2_813	PF00593.30	994499	997552	TonB_dep_Rec_b-barrel  [M=436]	
ATCC8482_final|contig00002|2_814	PF14322.12	997598	999217	SusD-like_3  [M=191]	
ATCC8482_final|contig00002|2_814	PF07980.17	997598	999217	SusD_RagB  [M=297]	
ATCC8482_final|contig00002|2_815	PF01263.26	999307	1000329	Aldose_epim  [M=299]	
ATCC8482_final|contig00002|2_816	PF00703.27	1000359	1003301	Glyco_hydro_2  [M=109]	
ATCC8482_final|contig00002|2_816	PF02836.23	1000359	1003301	Glyco_hydro_2_C  [M=302]	
ATCC8482_final|contig00002|2_816	PF02837.24	1000359	1003301	Glyco_hydro_2_N  [M=169]	
ATCC8482_final|contig00002|2_817	PF14310.12	1003313	1005586	Fn3-like  [M=71]	
ATCC8482_final|contig00002|2_818	PF13715.12	1005667	1008804	CarbopepD_reg_2  [M=88]	
ATCC8482_final|contig00002|2_818	PF07715.20	1005667	1008804	Plug  [M=107]	
ATCC8482_final|contig00002|2_819	PF14322.12	1008833	1010779	SusD-like_3  [M=191]	
ATCC8482_final|contig00002|2_819	PF07980.17	1008833	1010779	SusD_RagB  [M=297]	
ATCC8482_final|contig00002|2_820	PF03629.24	1010794	1012749	SASA  [M=226]	
ATCC8482_final|contig00002|2_821	PF12833.13	1012762	1013658	HTH_18  [M=80]	
ATCC8482_final|contig00002|2_823	PF00196.25	1016898	1017488	GerE  [M=57]	
ATCC8482_final|contig00002|2_823	PF04545.22	1016898	1017488	Sigma70_r4  [M=50]	
ATCC8482_final|contig00002|2_823	PF08281.18	1016898	1017488	Sigma70_r4_2  [M=54]	
ATCC8482_final|contig00002|2_824	PF04773.18	1017549	1018547	FecR  [M=97]	
ATCC8482_final|contig00002|2_824	PF16344.10	1017549	1018547	FecR_C  [M=70]	
ATCC8482_final|contig00002|2_825	PF13715.12	1018704	1022000	CarbopepD_reg_2  [M=88]	
ATCC8482_final|contig00002|2_825	PF07715.20	1018704	1022000	Plug  [M=107]	
ATCC8482_final|contig00002|2_826	PF14322.12	1022031	1023473	SusD-like_3  [M=191]	
ATCC8482_final|contig00002|2_826	PF07980.17	1022031	1023473	SusD_RagB  [M=297]	
ATCC8482_final|contig00002|2_827	PF01738.24	1023506	1024543	DLH  [M=217]	
ATCC8482_final|contig00002|2_827	PF00326.27	1023506	1024543	Peptidase_S9  [M=213]	
ATCC8482_final|contig00002|2_828	PF07396.17	1024777	1025607	Porin_O_P  [M=370]	
ATCC8482_final|contig00002|2_835	PF13175.12	1029537	1030781	AAA_15  [M=374]	
ATCC8482_final|contig00002|2_837	PF12728.13	1033110	1033412	HTH_17  [M=51]	
ATCC8482_final|contig00002|2_838	PF12728.13	1033409	1033708	HTH_17  [M=51]	
ATCC8482_final|contig00002|2_839	PF12728.13	1034118	1034411	HTH_17  [M=51]	
ATCC8482_final|contig00002|2_848	PF01131.25	1039990	1041750	Topoisom_bac  [M=411]	
ATCC8482_final|contig00002|2_848	PF01751.28	1039990	1041750	Toprim  [M=96]	
ATCC8482_final|contig00002|2_849	PF13351.11	1041824	1042099	DUF4099  [M=82]	
ATCC8482_final|contig00002|2_851	PF17293.8	1044842	1046065	Arm-DNA-bind_5  [M=87]	
ATCC8482_final|contig00002|2_851	PF00589.27	1044842	1046065	Phage_integrase  [M=172]	
ATCC8482_final|contig00002|2_851	PF13102.12	1044842	1046065	Phage_int_SAM_5  [M=98]	
ATCC8482_final|contig00002|2_852	PF02357.24	1046563	1047111	NusG  [M=93]	
ATCC8482_final|contig00002|2_854	PF02563.21	1048267	1049061	Poly_export  [M=77]	
ATCC8482_final|contig00002|2_854	PF22461.2	1048267	1049061	SLBB_2  [M=79]	
ATCC8482_final|contig00002|2_855	PF13614.12	1049103	1051481	AAA_31  [M=177]	
ATCC8482_final|contig00002|2_855	PF01656.29	1049103	1051481	CbiA  [M=125]	
ATCC8482_final|contig00002|2_855	PF13807.11	1049103	1051481	GNVR  [M=82]	
ATCC8482_final|contig00002|2_855	PF09140.17	1049103	1051481	MipZ  [M=262]	
ATCC8482_final|contig00002|2_857	PF00984.24	1052281	1053486	UDPG_MGDP_dh  [M=94]	
ATCC8482_final|contig00002|2_857	PF03720.21	1052281	1053486	UDPG_MGDP_dh_C  [M=103]	
ATCC8482_final|contig00002|2_857	PF03721.20	1052281	1053486	UDPG_MGDP_dh_N  [M=187]	
ATCC8482_final|contig00002|2_864	PF00534.26	1057084	1057731	Glycos_transf_1  [M=172]	
ATCC8482_final|contig00002|2_864	PF13692.12	1057084	1057731	Glyco_trans_1_4  [M=142]	
ATCC8482_final|contig00002|2_866	PF01073.25	1058027	1059100	3Beta_HSD  [M=280]	
ATCC8482_final|contig00002|2_866	PF01370.27	1058027	1059100	Epimerase  [M=240]	
ATCC8482_final|contig00002|2_866	PF16363.11	1058027	1059100	GDP_Man_Dehyd  [M=332]	
ATCC8482_final|contig00002|2_866	PF07993.18	1058027	1059100	NAD_binding_4  [M=258]	
ATCC8482_final|contig00002|2_867	PF01073.25	1059276	1060070	3Beta_HSD  [M=280]	
ATCC8482_final|contig00002|2_867	PF01370.27	1059276	1060070	Epimerase  [M=240]	
ATCC8482_final|contig00002|2_867	PF16363.11	1059276	1060070	GDP_Man_Dehyd  [M=332]	
ATCC8482_final|contig00002|2_867	PF07993.18	1059276	1060070	NAD_binding_4  [M=258]	
ATCC8482_final|contig00002|2_867	PF02719.21	1059276	1060070	Polysacc_synt_2  [M=293]	
ATCC8482_final|contig00003|3_1	PF02719.21	53	616	Polysacc_synt_2  [M=293]	
ATCC8482_final|contig00003|3_2	PF01073.25	791	1945	3Beta_HSD  [M=280]	
ATCC8482_final|contig00003|3_2	PF01370.27	791	1945	Epimerase  [M=240]	
ATCC8482_final|contig00003|3_2	PF07993.18	791	1945	NAD_binding_4  [M=258]	
ATCC8482_final|contig00003|3_2	PF02719.21	791	1945	Polysacc_synt_2  [M=293]	
ATCC8482_final|contig00003|3_4	PF02350.25	2357	3538	Epimerase_2  [M=347]	
ATCC8482_final|contig00003|3_5	PF13439.12	3570	4751	Glyco_transf_4  [M=170]	
ATCC8482_final|contig00003|3_5	PF13692.12	3570	4751	Glyco_trans_1_4  [M=142]	
ATCC8482_final|contig00003|3_6	PF00132.30	4821	5159	Hexapep  [M=36]	
ATCC8482_final|contig00003|3_8	PF07944.18	6136	7329	Beta-AFase-like_GH127_cat  [M=376]	
ATCC8482_final|contig00003|3_8	PF07470.19	6136	7329	Glyco_hydro_88  [M=352]	
ATCC8482_final|contig00003|3_8	PF09492.16	6136	7329	Pec_lyase  [M=292]	
ATCC8482_final|contig00003|3_9	PF03808.19	7342	8040	Glyco_tran_WecG  [M=168]	
ATCC8482_final|contig00003|3_13	PF17293.8	10108	10416	Arm-DNA-bind_5  [M=87]	
ATCC8482_final|contig00003|3_14	PF13401.12	10441	12702	AAA_22  [M=130]	
ATCC8482_final|contig00003|3_14	PF00271.37	10441	12702	Helicase_C  [M=110]	
ATCC8482_final|contig00003|3_14	PF04851.21	10441	12702	ResIII  [M=164]	
ATCC8482_final|contig00003|3_15	PF00512.31	13032	15407	HisKA  [M=66]	
ATCC8482_final|contig00003|3_15	PF00072.30	13032	15407	Response_reg  [M=111]	
ATCC8482_final|contig00003|3_16	PF00004.35	15352	16656	AAA  [M=131]	
ATCC8482_final|contig00003|3_16	PF07728.20	15352	16656	AAA_5  [M=139]	
ATCC8482_final|contig00003|3_16	PF02954.25	15352	16656	HTH_8  [M=42]	
ATCC8482_final|contig00003|3_16	PF00072.30	15352	16656	Response_reg  [M=111]	
ATCC8482_final|contig00003|3_16	PF00158.32	15352	16656	Sigma54_activat  [M=168]	
ATCC8482_final|contig00003|3_16	PF14532.12	15352	16656	Sigma54_activ_2  [M=138]	
ATCC8482_final|contig00003|3_18	PF02534.20	17378	19414	T4SS-DNA_transf  [M=468]	
ATCC8482_final|contig00003|3_18	PF12696.13	17378	19414	TraG-D_C  [M=126]	
ATCC8482_final|contig00003|3_18	PF10412.15	17378	19414	TrwB_AAD_bind  [M=387]	
ATCC8482_final|contig00003|3_19	PF03432.20	19451	20674	Relaxase  [M=132]	
ATCC8482_final|contig00003|3_21	PF13614.12	21830	22624	AAA_31  [M=177]	
ATCC8482_final|contig00003|3_21	PF02374.21	21830	22624	ArsA_ATPase  [M=305]	
ATCC8482_final|contig00003|3_21	PF01656.29	21830	22624	CbiA  [M=125]	
ATCC8482_final|contig00003|3_21	PF09140.17	21830	22624	MipZ  [M=262]	
ATCC8482_final|contig00003|3_21	PF10609.15	21830	22624	ParA  [M=246]	
ATCC8482_final|contig00003|3_22	PF11888.13	22633	23082	DUF3408  [M=139]	
ATCC8482_final|contig00003|3_40	PF02384.22	37354	38121	N6_Mtase  [M=311]	
ATCC8482_final|contig00003|3_58	PF01609.27	49912	51117	DDE_Tnp_1  [M=200]	
ATCC8482_final|contig00003|3_60	PF01609.27	53474	54763	DDE_Tnp_1  [M=200]	
ATCC8482_final|contig00003|3_61	PF17293.8	54942	56177	Arm-DNA-bind_5  [M=87]	
ATCC8482_final|contig00003|3_61	PF00589.27	54942	56177	Phage_integrase  [M=172]	
ATCC8482_final|contig00003|3_61	PF13102.12	54942	56177	Phage_int_SAM_5  [M=98]	
ATCC8482_final|contig00003|3_66	PF00881.29	61674	62279	Nitroreductase  [M=167]	
ATCC8482_final|contig00003|3_73	PF02472.21	74009	74614	ExbD  [M=128]	
ATCC8482_final|contig00003|3_75	PF03544.19	75307	76119	TonB_C  [M=79]	
ATCC8482_final|contig00003|3_77	PF00515.34	77097	78512	TPR_1  [M=34]	
ATCC8482_final|contig00003|3_77	PF13424.12	77097	78512	TPR_12  [M=77]	
ATCC8482_final|contig00003|3_77	PF13428.12	77097	78512	TPR_14  [M=44]	
ATCC8482_final|contig00003|3_77	PF13432.12	77097	78512	TPR_16  [M=65]	
ATCC8482_final|contig00003|3_77	PF13431.12	77097	78512	TPR_17  [M=34]	
ATCC8482_final|contig00003|3_77	PF14559.12	77097	78512	TPR_19  [M=68]	
ATCC8482_final|contig00003|3_77	PF07719.23	77097	78512	TPR_2  [M=34]	
ATCC8482_final|contig00003|3_77	PF13176.12	77097	78512	TPR_7  [M=36]	
ATCC8482_final|contig00003|3_77	PF13181.12	77097	78512	TPR_8  [M=34]	
ATCC8482_final|contig00003|3_78	PF13304.12	78698	79540	AAA_21  [M=304]	
ATCC8482_final|contig00003|3_78	PF00005.33	78698	79540	ABC_tran  [M=137]	
ATCC8482_final|contig00003|3_82	PF01554.23	82645	83910	MatE  [M=161]	
ATCC8482_final|contig00003|3_82	PF14667.11	82645	83910	Polysacc_synt_C  [M=142]	
ATCC8482_final|contig00003|3_84	PF00849.27	85426	86892	PseudoU_synth_2  [M=152]	
ATCC8482_final|contig00003|3_98	PF00149.33	96675	97514	Metallophos  [M=191]	
ATCC8482_final|contig00003|3_98	PF12850.12	96675	97514	Metallophos_2  [M=154]	
ATCC8482_final|contig00003|3_108	PF01551.28	103857	104714	Peptidase_M23  [M=96]	
ATCC8482_final|contig00003|3_110	PF00595.29	105927	107270	PDZ  [M=81]	
ATCC8482_final|contig00003|3_110	PF17820.7	105927	107270	PDZ_6  [M=54]	
ATCC8482_final|contig00003|3_111	PF04055.27	107844	108302	Radical_SAM  [M=166]	
ATCC8482_final|contig00003|3_117	PF01408.28	114720	115619	GFO_IDH_MocA  [M=120]	
ATCC8482_final|contig00003|3_119	PF00216.26	116574	117185	Bac_DNA_binding  [M=90]	
ATCC8482_final|contig00003|3_122	PF07690.21	122187	123347	MFS_1  [M=347]	
ATCC8482_final|contig00003|3_124	PF02518.31	124458	127184	HATPase_c  [M=111]	
ATCC8482_final|contig00003|3_124	PF00512.31	124458	127184	HisKA  [M=66]	
ATCC8482_final|contig00003|3_124	PF12833.13	124458	127184	HTH_18  [M=80]	
ATCC8482_final|contig00003|3_124	PF00165.29	124458	127184	HTH_AraC  [M=42]	
ATCC8482_final|contig00003|3_124	PF00072.30	124458	127184	Response_reg  [M=111]	
ATCC8482_final|contig00003|3_125	PF01842.31	127227	127655	ACT  [M=66]	
ATCC8482_final|contig00003|3_126	PF00501.34	127667	128965	AMP-binding  [M=384]	
ATCC8482_final|contig00003|3_131	PF12833.13	131464	132297	HTH_18  [M=80]	
ATCC8482_final|contig00003|3_131	PF00165.29	131464	132297	HTH_AraC  [M=42]	
ATCC8482_final|contig00003|3_132	PF13437.12	132388	133560	HlyD_3  [M=106]	
ATCC8482_final|contig00003|3_132	PF16576.10	132388	133560	HlyD_D23  [M=214]	
ATCC8482_final|contig00003|3_133	PF00873.25	133569	136784	ACR_tran  [M=1021]	
ATCC8482_final|contig00003|3_133	PF03176.21	133569	136784	MMPL  [M=333]	
ATCC8482_final|contig00003|3_134	PF02321.23	136781	138154	OEP  [M=187]	
ATCC8482_final|contig00003|3_137	PF07690.21	140273	141661	MFS_1  [M=347]	
ATCC8482_final|contig00003|3_142	PF02421.24	145746	146930	FeoB_N  [M=156]	
ATCC8482_final|contig00003|3_145	PF01551.28	148418	149041	Peptidase_M23  [M=96]	
ATCC8482_final|contig00003|3_147	PF13505.12	149441	149977	OMP_b-brl  [M=175]	
ATCC8482_final|contig00003|3_148	PF13505.12	150181	150786	OMP_b-brl  [M=175]	
ATCC8482_final|contig00003|3_148	PF13568.12	150181	150786	OMP_b-brl_2  [M=175]	
ATCC8482_final|contig00003|3_151	PF13505.12	152360	153031	OMP_b-brl  [M=175]	
ATCC8482_final|contig00003|3_151	PF13568.12	152360	153031	OMP_b-brl_2  [M=175]	
ATCC8482_final|contig00003|3_155	PF00155.27	160696	161712	Aminotran_1_2  [M=361]	
ATCC8482_final|contig00003|3_156	PF13620.12	161878	164643	CarboxypepD_reg  [M=82]	
ATCC8482_final|contig00003|3_156	PF14905.12	161878	164643	OMP_b-brl_3  [M=408]	
ATCC8482_final|contig00003|3_156	PF07715.20	161878	164643	Plug  [M=107]	
ATCC8482_final|contig00003|3_156	PF00593.30	161878	164643	TonB_dep_Rec_b-barrel  [M=436]	
ATCC8482_final|contig00003|3_158	PF07883.17	166371	167342	Cupin_2  [M=70]	
ATCC8482_final|contig00003|3_160	PF12784.13	169395	170273	PDDEXK_2  [M=229]	
ATCC8482_final|contig00003|3_163	PF12987.12	171448	172209	DUF3871  [M=318]	
ATCC8482_final|contig00003|3_164	PF04542.20	172604	173188	Sigma70_r2  [M=71]	
ATCC8482_final|contig00003|3_164	PF08281.18	172604	173188	Sigma70_r4_2  [M=54]	
ATCC8482_final|contig00003|3_165	PF04773.18	173293	174312	FecR  [M=97]	
ATCC8482_final|contig00003|3_165	PF16344.10	173293	174312	FecR_C  [M=70]	
ATCC8482_final|contig00003|3_167	PF13715.12	174478	177948	CarbopepD_reg_2  [M=88]	
ATCC8482_final|contig00003|3_167	PF13620.12	174478	177948	CarboxypepD_reg  [M=82]	
ATCC8482_final|contig00003|3_167	PF07715.20	174478	177948	Plug  [M=107]	
ATCC8482_final|contig00003|3_168	PF12771.13	177961	179364	SusD-like_2  [M=415]	
ATCC8482_final|contig00003|3_168	PF14322.12	177961	179364	SusD-like_3  [M=191]	
ATCC8482_final|contig00003|3_168	PF07980.17	177961	179364	SusD_RagB  [M=297]	
ATCC8482_final|contig00003|3_178	PF05717.18	186566	187075	TnpB_IS66  [M=101]	
ATCC8482_final|contig00003|3_179	PF03050.20	187144	188757	DDE_Tnp_IS66  [M=284]	
ATCC8482_final|contig00003|3_179	PF13007.12	187144	188757	LZ_Tnp_IS66  [M=71]	
ATCC8482_final|contig00003|3_180	PF02357.24	189105	189629	NusG  [M=93]	
ATCC8482_final|contig00003|3_182	PF01943.22	190026	191387	Polysacc_synt  [M=274]	
ATCC8482_final|contig00003|3_183	PF00535.32	191404	192213	Glycos_transf_2  [M=168]	
ATCC8482_final|contig00003|3_183	PF10111.15	191404	192213	Glyco_tranf_2_2  [M=276]	
ATCC8482_final|contig00003|3_185	PF00534.26	193569	194693	Glycos_transf_1  [M=172]	
ATCC8482_final|contig00003|3_185	PF13692.12	193569	194693	Glyco_trans_1_4  [M=142]	
ATCC8482_final|contig00003|3_186	PF00534.26	194690	195808	Glycos_transf_1  [M=172]	
ATCC8482_final|contig00003|3_186	PF13439.12	194690	195808	Glyco_transf_4  [M=170]	
ATCC8482_final|contig00003|3_186	PF13692.12	194690	195808	Glyco_trans_1_4  [M=142]	
ATCC8482_final|contig00003|3_186	PF20706.3	194690	195808	GT4-conflict  [M=385]	
ATCC8482_final|contig00003|3_188	PF00535.32	196803	197621	Glycos_transf_2  [M=168]	
ATCC8482_final|contig00003|3_188	PF10111.15	196803	197621	Glyco_tranf_2_2  [M=276]	
ATCC8482_final|contig00003|3_188	PF13641.12	196803	197621	Glyco_tranf_2_3  [M=230]	
ATCC8482_final|contig00003|3_189	PF00953.26	197629	198738	Glycos_transf_4  [M=160]	
ATCC8482_final|contig00003|3_192	PF08800.15	200607	203459	BT4734-like_N  [M=134]	
ATCC8482_final|contig00003|3_204	PF00589.27	210411	211766	Phage_integrase  [M=172]	
ATCC8482_final|contig00003|3_204	PF13102.12	210411	211766	Phage_int_SAM_5  [M=98]	
ATCC8482_final|contig00003|3_207	PF12708.12	215044	216450	Pect-lyase_RHGA_epim  [M=213]	
ATCC8482_final|contig00003|3_208	PF02518.31	216885	217127	HATPase_c  [M=111]	
ATCC8482_final|contig00003|3_209	PF07470.19	217129	218355	Glyco_hydro_88  [M=352]	
ATCC8482_final|contig00003|3_215	PF00037.32	224255	224707	Fer4  [M=24]	
ATCC8482_final|contig00003|3_215	PF13237.11	224255	224707	Fer4_10  [M=53]	
ATCC8482_final|contig00003|3_215	PF13484.11	224255	224707	Fer4_16  [M=66]	
ATCC8482_final|contig00003|3_215	PF12797.12	224255	224707	Fer4_2  [M=22]	
ATCC8482_final|contig00003|3_215	PF12800.12	224255	224707	Fer4_4  [M=17]	
ATCC8482_final|contig00003|3_215	PF13183.11	224255	224707	Fer4_8  [M=68]	
ATCC8482_final|contig00003|3_222	PF02080.26	230438	231778	TrkA_C  [M=71]	
ATCC8482_final|contig00003|3_223	PF02775.26	231791	233725	TPP_enzyme_C  [M=151]	
ATCC8482_final|contig00003|3_225	PF02875.26	234744	237209	Mur_ligase_C  [M=127]	
ATCC8482_final|contig00003|3_225	PF08245.18	234744	237209	Mur_ligase_M  [M=200]	
ATCC8482_final|contig00003|3_228	PF00295.23	238014	239318	Glyco_hydro_28  [M=324]	
ATCC8482_final|contig00003|3_228	PF12708.12	238014	239318	Pect-lyase_RHGA_epim  [M=213]	
ATCC8482_final|contig00003|3_229	PF02929.23	239360	242272	Bgal_small_N  [M=248]	
ATCC8482_final|contig00003|3_229	PF00703.27	239360	242272	Glyco_hydro_2  [M=109]	
ATCC8482_final|contig00003|3_229	PF02836.23	239360	242272	Glyco_hydro_2_C  [M=302]	
ATCC8482_final|contig00003|3_229	PF02837.24	239360	242272	Glyco_hydro_2_N  [M=169]	
ATCC8482_final|contig00003|3_229	PF22666.2	239360	242272	Glyco_hydro_2_N2  [M=167]	
ATCC8482_final|contig00003|3_229	PF16353.11	239360	242272	LacZ_4  [M=87]	
ATCC8482_final|contig00003|3_230	PF00295.23	242525	244309	Glyco_hydro_28  [M=324]	
ATCC8482_final|contig00003|3_233	PF01663.27	245421	246854	Phosphodiest  [M=342]	
ATCC8482_final|contig00003|3_233	PF16347.10	245421	246854	SGSH_C  [M=154]	
ATCC8482_final|contig00003|3_233	PF00884.28	245421	246854	Sulfatase  [M=301]	
ATCC8482_final|contig00003|3_234	PF14322.12	246859	248661	SusD-like_3  [M=191]	
ATCC8482_final|contig00003|3_234	PF07980.17	246859	248661	SusD_RagB  [M=297]	
ATCC8482_final|contig00003|3_235	PF13715.12	248676	252062	CarbopepD_reg_2  [M=88]	
ATCC8482_final|contig00003|3_235	PF13620.12	248676	252062	CarboxypepD_reg  [M=82]	
ATCC8482_final|contig00003|3_235	PF07715.20	248676	252062	Plug  [M=107]	
ATCC8482_final|contig00003|3_235	PF07660.19	248676	252062	STN  [M=52]	
ATCC8482_final|contig00003|3_235	PF00593.30	248676	252062	TonB_dep_Rec_b-barrel  [M=436]	
ATCC8482_final|contig00003|3_236	PF04773.18	252316	253329	FecR  [M=97]	
ATCC8482_final|contig00003|3_236	PF16344.10	252316	253329	FecR_C  [M=70]	
ATCC8482_final|contig00003|3_237	PF13412.12	253474	254040	HTH_24  [M=48]	
ATCC8482_final|contig00003|3_237	PF07638.17	253474	254040	Sigma70_ECF  [M=185]	
ATCC8482_final|contig00003|3_237	PF04542.20	253474	254040	Sigma70_r2  [M=71]	
ATCC8482_final|contig00003|3_237	PF04545.22	253474	254040	Sigma70_r4  [M=50]	
ATCC8482_final|contig00003|3_238	PF00216.26	254233	254913	Bac_DNA_binding  [M=90]	
ATCC8482_final|contig00003|3_239	PF05272.17	255242	256639	VapE-like_dom  [M=217]	
ATCC8482_final|contig00003|3_240	PF00196.25	257127	257714	GerE  [M=57]	
ATCC8482_final|contig00003|3_240	PF04542.20	257127	257714	Sigma70_r2  [M=71]	
ATCC8482_final|contig00003|3_240	PF04545.22	257127	257714	Sigma70_r4  [M=50]	
ATCC8482_final|contig00003|3_240	PF08281.18	257127	257714	Sigma70_r4_2  [M=54]	
ATCC8482_final|contig00003|3_241	PF04773.18	257833	258777	FecR  [M=97]	
ATCC8482_final|contig00003|3_241	PF16344.10	257833	258777	FecR_C  [M=70]	
ATCC8482_final|contig00003|3_242	PF13715.12	258933	262481	CarbopepD_reg_2  [M=88]	
ATCC8482_final|contig00003|3_242	PF13620.12	258933	262481	CarboxypepD_reg  [M=82]	
ATCC8482_final|contig00003|3_242	PF07715.20	258933	262481	Plug  [M=107]	
ATCC8482_final|contig00003|3_242	PF07660.19	258933	262481	STN  [M=52]	
ATCC8482_final|contig00003|3_242	PF00593.30	258933	262481	TonB_dep_Rec_b-barrel  [M=436]	
ATCC8482_final|contig00003|3_243	PF14322.12	262493	264433	SusD-like_3  [M=191]	
ATCC8482_final|contig00003|3_243	PF07980.17	262493	264433	SusD_RagB  [M=297]	
ATCC8482_final|contig00003|3_244	PF07470.19	264527	265648	Glyco_hydro_88  [M=352]	
ATCC8482_final|contig00003|3_246	PF16355.11	266936	269506	DUF4982  [M=61]	
ATCC8482_final|contig00003|3_246	PF00703.27	266936	269506	Glyco_hydro_2  [M=109]	
ATCC8482_final|contig00003|3_246	PF02836.23	266936	269506	Glyco_hydro_2_C  [M=302]	
ATCC8482_final|contig00003|3_246	PF02837.24	266936	269506	Glyco_hydro_2_N  [M=169]	
ATCC8482_final|contig00003|3_246	PF22666.2	266936	269506	Glyco_hydro_2_N2  [M=167]	
ATCC8482_final|contig00003|3_248	PF17389.8	270035	272029	Bac_rhamnosid6H  [M=339]	
ATCC8482_final|contig00003|3_249	PF12833.13	272088	274967	HTH_18  [M=80]	
ATCC8482_final|contig00003|3_249	PF00165.29	272088	274967	HTH_AraC  [M=42]	
ATCC8482_final|contig00003|3_249	PF07494.17	272088	274967	Reg_prop  [M=24]	
ATCC8482_final|contig00003|3_249	PF07495.19	272088	274967	Y_Y_Y  [M=65]	
ATCC8482_final|contig00003|3_254	PF13245.12	280186	283527	AAA_19  [M=134]	
ATCC8482_final|contig00003|3_254	PF13604.12	280186	283527	AAA_30  [M=191]	
ATCC8482_final|contig00003|3_254	PF04851.21	280186	283527	ResIII  [M=164]	
ATCC8482_final|contig00003|3_255	PF07690.21	283581	285056	MFS_1  [M=347]	
ATCC8482_final|contig00003|3_259	PF13229.12	289176	290126	Beta_helix  [M=158]	
ATCC8482_final|contig00003|3_260	PF13715.12	290344	293616	CarbopepD_reg_2  [M=88]	
ATCC8482_final|contig00003|3_260	PF13620.12	290344	293616	CarboxypepD_reg  [M=82]	
ATCC8482_final|contig00003|3_260	PF07715.20	290344	293616	Plug  [M=107]	
ATCC8482_final|contig00003|3_260	PF00593.30	290344	293616	TonB_dep_Rec_b-barrel  [M=436]	
ATCC8482_final|contig00003|3_261	PF14322.12	293649	295814	SusD-like_3  [M=191]	
ATCC8482_final|contig00003|3_261	PF07980.17	293649	295814	SusD_RagB  [M=297]	
ATCC8482_final|contig00003|3_265	PF04542.20	302920	303483	Sigma70_r2  [M=71]	
ATCC8482_final|contig00003|3_265	PF04545.22	302920	303483	Sigma70_r4  [M=50]	
ATCC8482_final|contig00003|3_265	PF08281.18	302920	303483	Sigma70_r4_2  [M=54]	
ATCC8482_final|contig00003|3_266	PF04773.18	303554	304486	FecR  [M=97]	
ATCC8482_final|contig00003|3_266	PF16344.10	303554	304486	FecR_C  [M=70]	
ATCC8482_final|contig00003|3_267	PF13715.12	304542	307841	CarbopepD_reg_2  [M=88]	
ATCC8482_final|contig00003|3_267	PF13620.12	304542	307841	CarboxypepD_reg  [M=82]	
ATCC8482_final|contig00003|3_267	PF07715.20	304542	307841	Plug  [M=107]	
ATCC8482_final|contig00003|3_267	PF07660.19	304542	307841	STN  [M=52]	
ATCC8482_final|contig00003|3_267	PF00593.30	304542	307841	TonB_dep_Rec_b-barrel  [M=436]	
ATCC8482_final|contig00003|3_268	PF12771.13	307860	309548	SusD-like_2  [M=415]	
ATCC8482_final|contig00003|3_268	PF14322.12	307860	309548	SusD-like_3  [M=191]	
ATCC8482_final|contig00003|3_268	PF07980.17	307860	309548	SusD_RagB  [M=297]	
ATCC8482_final|contig00003|3_269	PF00703.27	309634	312663	Glyco_hydro_2  [M=109]	
